index	timestamp	label
174	1607422280.82941	500109
234	1607422282.83044	500209
295	1607422284.88719	500309
356	1607422286.91221	500409
416	1607422288.96077	500509
477	1607422290.98385	500609
538	1607422293.01258	500709
599	1607422295.04767	500809
659	1607422297.09535	500909
1033	1607422309.73224	500105
1094	1607422311.6572	500205
1155	1607422313.77733	500305
1215	1607422315.81706	500405
1275	1607422317.83254	500505
1650	1607422330.41627	500113
1711	1607422332.47932	500213
1772	1607422334.50587	500313
1832	1607422336.52142	500413
1893	1607422338.56468	500513
1953	1607422340.57851	500613
2014	1607422342.62122	500713
2075	1607422344.64582	500813
2135	1607422346.66899	500913
2196	1607422348.70124	501013
2257	1607422350.75214	501113
2317	1607422352.74868	501213
2378	1607422354.80787	501313
2754	1607422367.41924	6001091
2815	1607422369.45135	6002091
2875	1607422371.49852	6003091
2936	1607422373.50929	6004091
2997	1607422375.54134	6005090
3057	1607422377.59562	6006090
3118	1607422379.63494	6007090
3179	1607422381.65233	6008090
3239	1607422383.65629	6009090
3942	1607422407.27173	6001131
4002	1607422409.26667	6002131
4062	1607422411.29038	6003130
4123	1607422413.30862	6004130
4183	1607422415.36189	6005130
4244	1607422417.37822	6006130
4305	1607422419.42085	6007130
4366	1607422421.44878	6008130
4426	1607422423.50046	6009130
4487	1607422425.52277	6010130
4547	1607422427.55066	6011130
4608	1607422429.57908	6012130
4668	1607422431.59725	6013130
5492	1607422459.20423	6001051
5553	1607422461.24415	6002051
5613	1607422463.26402	6003051
5674	1607422465.28332	6004051
5734	1607422467.32938	6005051
6320	1607422486.92998	6001051
6380	1607422488.96302	6002051
6441	1607422490.99612	6003051
6502	1607422493.05087	6004051
6562	1607422495.05897	6005051
7148	1607422514.66655	6001051
7208	1607422516.6993	6002051
7268	1607422518.71765	6003051
7329	1607422520.75883	6004051
7388	1607422522.77911	6005051
7974	1607422542.40489	6001131
8035	1607422544.43477	6002131
8095	1607422546.46562	6003131
8155	1607422548.46979	6004131
8216	1607422550.52417	6005131
8277	1607422552.54632	6006130
8337	1607422554.58506	6007130
8398	1607422556.58578	6008130
8458	1607422558.62651	6009130
8519	1607422560.6592	6010130
8580	1607422562.7107	6011130
8640	1607422564.72491	6012130
8701	1607422566.76738	6013130
9525	1607422594.38941	6001090
9586	1607422596.40971	6002090
9647	1607422598.45124	6003090
9707	1607422600.49567	6004090
9768	1607422602.50396	6005090
9829	1607422604.55503	6006090
9889	1607422606.59068	6007090
9950	1607422608.63793	6008090
10011	1607422610.65871	6009090
10715	1607422634.28095	6001131
10776	1607422636.29005	6002130
10836	1607422638.34174	6003131
10897	1607422640.35504	6004130
10958	1607422642.28532	6005130
11018	1607422644.41218	6006130
11079	1607422646.45099	6007130
11140	1607422648.48138	6008130
11200	1607422650.51017	6009130
11261	1607422652.55449	6010130
11321	1607422654.56388	6011130
11382	1607422656.59837	6012130
11443	1607422658.64155	6013130
12267	1607422686.25532	6001090
12327	1607422688.19819	6002090
12388	1607422690.30936	6003090
12449	1607422692.34897	6004090
12509	1607422694.40416	6005090
12570	1607422696.40777	6006090
12631	1607422698.43982	6007090
12691	1607422700.5024	6008090
12752	1607422702.51665	6009090
13455	1607422726.12297	6001091
13516	1607422728.19022	6002091
13576	1607422730.20477	6003091
13637	1607422732.24088	6004091
13698	1607422734.26262	6005090
13758	1607422736.30181	6006090
13819	1607422738.3501	6007090
13880	1607422740.38605	6008090
13940	1607422742.40179	6009091
14645	1607422766.02235	6001051
14706	1607422767.95141	6002051
14766	1607422770.07991	6003051
14827	1607422772.11567	6004051
14887	1607422774.14174	6005051
15473	1607422793.65669	6001130
15533	1607422795.77903	6002130
15594	1607422797.82769	6003130
15654	1607422799.84515	6004130
15715	1607422801.86888	6005130
15776	1607422803.90385	6006130
15836	1607422805.93417	6007131
15897	1607422807.9716	6008130
15958	1607422809.99679	6009130
16018	1607422812.05849	6010130
16079	1607422814.07667	6011130
16140	1607422816.09621	6012130
16200	1607422818.14653	6013130
17025	1607422845.74699	500109
17085	1607422847.79914	500209
17145	1607422849.80278	500309
17206	1607422851.85532	500409
17267	1607422853.88937	500509
17327	1607422855.90278	500609
17388	1607422857.93409	500709
17449	1607422859.98152	500809
17509	1607422862.00493	500909
17885	1607422874.60959	500113
