index	timestamp	label	added_in_player
174	1602059078.08437	500113	
235	1602059080.12028	500213	
296	1602059082.13647	500313	
356	1602059084.19721	500413	
417	1602059086.2314	500513	
478	1602059088.25781	500613	
539	1602059090.29909	500713	
599	1602059092.30049	500813	
660	1602059094.33092	500913	
721	1602059096.3902	501013	
781	1602059098.41151	501113	
842	1602059100.46896	501213	
903	1602059102.47721	501313	
1278	1602059115.10232	500109	
1339	1602059117.14936	500209	
1399	1602059119.15506	500309	
1460	1602059121.16382	500409	
1520	1602059123.20523	500509	
1581	1602059125.23368	500609	
1641	1602059127.26598	500709	
1702	1602059129.3152	500809	
1762	1602059131.3276	500909	
2138	1602059143.94643	500105	
2199	1602059145.96834	500205	
2259	1602059148.00179	500305	
2320	1602059150.00067	500405	
2380	1602059152.02172	500505	
2756	1602059164.66933	6001051	
2816	1602059166.69345	6002051	
2877	1602059168.71485	6003051	
2937	1602059170.75259	6004051	
2998	1602059172.75276	6005051	
3583	1602059192.37396	6001131	
3644	1602059194.40397	6002131	
3704	1602059196.43467	6003130	
3765	1602059198.48113	6004130	
3826	1602059200.51232	6005130	
3886	1602059202.52693	6006130	
3947	1602059204.56639	6007130	
4008	1602059206.58577	6008130	
4068	1602059208.63996	6009130	
4129	1602059210.65931	6010130	
4190	1602059212.68529	6011130	
4250	1602059214.7351	6012130	
4311	1602059216.78313	6013130	
5135	1602059244.37285	6001051	
5196	1602059246.42986	6002051	
5256	1602059248.41049	6003051	
5317	1602059250.47462	6004051	
5377	1602059252.52642	6005051	
5963	1602059272.12583	6001130	
6023	1602059274.13198	6002130	
6084	1602059276.17114	6003130	
6144	1602059278.18252	6004130	
6205	1602059280.25513	6005130	
6266	1602059282.24624	6006130	
6326	1602059284.29581	6007130	
6387	1602059286.33017	6008130	
6448	1602059288.37946	6009130	
6508	1602059290.39968	6010130	
6569	1602059292.44632	6011130	
6630	1602059294.46045	6012130	
6690	1602059296.51342	6013130	
7515	1602059324.13245	6001131	
7575	1602059326.15925	6002131	
7635	1602059328.17431	6003131	
7696	1602059330.18331	6004131	
7757	1602059332.2279	6005130	
7817	1602059334.25222	6006130	
7878	1602059336.28269	6007130	
7939	1602059338.33283	6008130	
7999	1602059340.36966	6009130	
8060	1602059342.42757	6010130	
8121	1602059344.42711	6011130	
8182	1602059346.44525	6012130	
8242	1602059348.50886	6013130	
9066	1602059376.10824	6001130	
9127	1602059378.14805	6002130	
9187	1602059380.18507	6003130	
9248	1602059382.21731	6004130	
9309	1602059384.24351	6005130	
9369	1602059386.26306	6006130	
9430	1602059388.28944	6007130	
9491	1602059390.33662	6008130	
9551	1602059392.37921	6009130	
9612	1602059394.39015	6010130	
9673	1602059396.44195	6011130	
9733	1602059398.48909	6012130	
9794	1602059400.48741	6013130	
10616	1602059428.13508	6001091	
10677	1602059430.13202	6002090	
10737	1602059432.17491	6003090	
10798	1602059434.2191	6004090	
10858	1602059436.23337	6005090	
10919	1602059438.25255	6006090	
10980	1602059440.29031	6007090	
11040	1602059442.34558	6008090	
11101	1602059444.37987	6009090	
11802	1602059467.98546	6001090	
11863	1602059470.01345	6002091	
11923	1602059472.07157	6003090	
11984	1602059474.10413	6004090	
12045	1602059476.14345	6005090	
12105	1602059478.13206	6006090	
12165	1602059480.15062	6007090	
12226	1602059482.18845	6008090	
12287	1602059484.2454	6009090	
12991	1602059507.86567	6001091	
13052	1602059509.87454	6002091	
13112	1602059511.90391	6003091	
13173	1602059513.91653	6004091	
13234	1602059515.97685	6005091	
13294	1602059517.98342	6006091	
13355	1602059520.03964	6007091	
13416	1602059522.06821	6008090	
13476	1602059524.11834	6009091	
14181	1602059547.72793	6001090	
14242	1602059549.76895	6002090	
14302	1602059551.76617	6003090	
14363	1602059553.82614	6004090	
14423	1602059555.83393	6005090	
14484	1602059557.89769	6006090	
14545	1602059559.89112	6007091	
14605	1602059561.93433	6008090	
14666	1602059563.95778	6009090	
15371	1602059587.56621	6001051	
15431	1602059589.59653	6002050	
