index	timestamp	label	added_in_player
173	1603448054.65715	500105	
234	1603448056.68769	500205	
295	1603448058.76867	500305	
355	1603448060.74108	500405	
416	1603448062.7822	500505	
793	1603448075.34817	500113	
854	1603448077.46294	500213	
914	1603448079.48749	500313	
975	1603448081.5199	500413	
1036	1603448083.53215	500513	
1096	1603448085.57049	500613	
1157	1603448087.61387	500713	
1218	1603448089.64234	500813	
1278	1603448091.68959	500913	
1339	1603448093.71689	501013	
1400	1603448095.75444	501113	
1460	1603448097.82105	501213	
1520	1603448099.80059	501313	
1893	1603448112.38988	500109	
1954	1603448114.41679	500209	
2015	1603448116.47239	500309	
2075	1603448118.50143	500409	
2136	1603448120.5144	500509	
2196	1603448122.55886	500609	
2257	1603448124.64242	500709	
2317	1603448126.59651	500809	
2378	1603448128.6437	500909	
2755	1603448141.2472	6001051	
2815	1603448143.30836	6002051	
2875	1603448145.33171	6003050	
2936	1603448147.34726	6004051	
2997	1603448149.38569	6005050	
3577	1603448168.99315	6001051	
3638	1603448171.0277	6002051	
3699	1603448173.0438	6003051	
3760	1603448175.07927	6004051	
3820	1603448177.11778	6005051	
4399	1603448196.72794	6001091	
4460	1603448198.7596	6002091	
4521	1603448200.81091	6003091	
4581	1603448202.81512	6004091	
4642	1603448204.87403	6005091	
4703	1603448206.88574	6006091	
4764	1603448208.94072	6007091	
4824	1603448211.00847	6008090	
4884	1603448212.98524	6009090	
5586	1603448236.59693	6001091	
5647	1603448238.64318	6002091	
5707	1603448240.66813	6003091	
5767	1603448242.68434	6004090	
5828	1603448244.70244	6005090	
5889	1603448246.73959	6006090	
5949	1603448248.841	6007090	
6010	1603448250.82741	6008090	
6071	1603448252.85205	6009090	
6775	1603448276.43898	6001131	
6836	1603448278.49091	6002131	
6893	1603448280.49733	6003130	
6953	1603448282.54698	6004130	
7014	1603448284.56625	6005130	
7075	1603448286.59909	6006130	
7135	1603448288.63384	6007130	
7196	1603448290.72343	6008130	
7257	1603448292.69963	6009130	
7317	1603448294.71789	6010130	
7378	1603448296.75053	6011130	
7439	1603448298.80374	6012130	
7499	1603448300.83106	6013130	
8323	1603448328.45274	6001051	
8384	1603448330.47264	6002051	
8444	1603448332.50326	6003051	
8505	1603448334.58782	6004051	
8566	1603448336.56908	6005051	
9151	1603448356.24135	6001051	
9212	1603448358.23727	6002051	
9272	1603448360.2376	6003051	
9332	1603448362.25242	6004051	
9393	1603448364.30639	6005051	
9977	1603448383.91318	6001130	
10038	1603448385.94058	6002130	
10099	1603448388.02869	6003130	
10159	1603448390.02198	6004130	
10220	1603448392.04024	6005130	
10281	1603448394.08746	6006130	
10338	1603448396.1169	6007130	
10399	1603448398.16553	6008130	
10460	1603448400.18673	6009130	
10520	1603448402.20896	6010130	
10578	1603448404.25357	6011130	
10638	1603448406.25991	6012130	
10699	1603448408.30413	6013130	
11520	1603448435.90512	6001091	
11581	1603448437.95844	6002091	
11641	1603448439.98267	6003091	
11701	1603448442.01083	6004091	
11762	1603448444.05738	6005091	
11823	1603448446.05493	6006091	
11883	1603448448.10305	6007090	
11944	1603448450.13339	6008090	
12005	1603448452.17475	6009090	
12709	1603448475.78331	6001091	
12770	1603448477.82027	6002091	
12831	1603448479.82881	6003091	
12882	1603448481.88288	6004091	
12943	1603448483.94229	6005091	
13004	1603448485.95985	6006091	
13064	1603448488.04628	6007090	
13125	1603448490.02447	6008090	
13186	1603448492.04567	6009090	
13890	1603448515.67404	6001131	
13951	1603448517.70037	6002130	
14012	1603448519.73178	6003130	
14072	1603448521.77816	6004130	
14133	1603448523.78025	6005130	
14194	1603448525.83833	6006130	
